event_time,network,network_region,price_aud_mwh,demand_mw
2026-05-02T08:25:00Z,NEM,NSW1,61.1,8228.79
2026-05-02T08:25:00Z,NEM,QLD1,64.65,7264.76
2026-05-02T08:25:00Z,NEM,SA1,-0.11,1645.1
2026-05-02T08:25:00Z,NEM,TAS1,76.9,1124.8
2026-05-02T08:25:00Z,NEM,VIC1,-0.1,5331.75
2026-05-02T08:30:00Z,NEM,NSW1,61.1,8235.28
2026-05-02T08:30:00Z,NEM,QLD1,64.65,7285.08
2026-05-02T08:30:00Z,NEM,SA1,-0.1,1655.05
2026-05-02T08:30:00Z,NEM,TAS1,76.9,1118.46
2026-05-02T08:30:00Z,NEM,VIC1,-0.1,5208.22
2026-05-02T08:35:00Z,NEM,NSW1,61.2,8201.03
2026-05-02T08:35:00Z,NEM,QLD1,64.65,7235.48
2026-05-02T08:35:00Z,NEM,SA1,-0.1,1659.08
2026-05-02T08:35:00Z,NEM,TAS1,87.9,1108.2
2026-05-02T08:35:00Z,NEM,VIC1,-0.1,5186.62
2026-05-02T08:40:00Z,NEM,NSW1,61.1,8161.75
2026-05-02T08:40:00Z,NEM,QLD1,64.41,7159.1
2026-05-02T08:40:00Z,NEM,SA1,-0.11,1649.81
2026-05-02T08:40:00Z,NEM,TAS1,76.9,1096.17
2026-05-02T08:40:00Z,NEM,VIC1,-0.1,5188.54
2026-05-02T08:45:00Z,NEM,NSW1,61.1,8194.32
2026-05-02T08:45:00Z,NEM,QLD1,64.52,7204.55
2026-05-02T08:45:00Z,NEM,SA1,-0.11,1649.53
2026-05-02T08:45:00Z,NEM,TAS1,76.9,1093.87
2026-05-02T08:45:00Z,NEM,VIC1,-0.1,5253.09
2026-05-02T08:50:00Z,NEM,NSW1,50.27,8175.87
2026-05-02T08:50:00Z,NEM,QLD1,52.75,7192.58
2026-05-02T08:50:00Z,NEM,SA1,-0.05,1640.78
2026-05-02T08:50:00Z,NEM,TAS1,76.95,1095.34
2026-05-02T08:50:00Z,NEM,VIC1,-0.05,5230.67
2026-05-02T08:55:00Z,NEM,NSW1,53.43,8089.73
2026-05-02T08:55:00Z,NEM,QLD1,54.63,7071.48
2026-05-02T08:55:00Z,NEM,SA1,8.51,1670.31
2026-05-02T08:55:00Z,NEM,TAS1,88.24,1098.91
2026-05-02T08:55:00Z,NEM,VIC1,-0.1,5180.16
2026-05-02T09:00:00Z,NEM,NSW1,57.51,8020.14
2026-05-02T09:00:00Z,NEM,QLD1,59.54,7118.82
2026-05-02T09:00:00Z,NEM,SA1,-0.11,1668.42
2026-05-02T09:00:00Z,NEM,TAS1,87.9,1094.88
2026-05-02T09:00:00Z,NEM,VIC1,-0.1,5077.17
2026-05-02T09:05:00Z,NEM,NSW1,57.51,7977.2
2026-05-02T09:05:00Z,NEM,QLD1,58.02,7038.43
2026-05-02T09:05:00Z,NEM,SA1,-0.11,1655.09
2026-05-02T09:05:00Z,NEM,TAS1,87.9,1094.38
2026-05-02T09:05:00Z,NEM,VIC1,-0.1,5056.04
2026-05-02T09:10:00Z,NEM,NSW1,57.51,8032.78
2026-05-02T09:10:00Z,NEM,QLD1,57.66,7010.68
2026-05-02T09:10:00Z,NEM,SA1,-0.11,1636.04
2026-05-02T09:10:00Z,NEM,TAS1,87.9,1090.39
2026-05-02T09:10:00Z,NEM,VIC1,-0.1,5038.38
2026-05-02T09:15:00Z,NEM,NSW1,61.1,7994.56
2026-05-02T09:15:00Z,NEM,QLD1,63.15,7037.2
2026-05-02T09:15:00Z,NEM,SA1,-0.11,1635.82
2026-05-02T09:15:00Z,NEM,TAS1,87.9,1084.99
2026-05-02T09:15:00Z,NEM,VIC1,-0.1,5051.95
2026-05-02T09:20:00Z,NEM,NSW1,57.51,7960.82
2026-05-02T09:20:00Z,NEM,QLD1,59.39,6997.83
2026-05-02T09:20:00Z,NEM,SA1,-0.11,1635.47
2026-05-02T09:20:00Z,NEM,TAS1,76.9,1083.82
2026-05-02T09:20:00Z,NEM,VIC1,-0.1,5028.96
2026-05-02T09:25:00Z,NEM,NSW1,56.06,7971.63
2026-05-02T09:25:00Z,NEM,QLD1,56.82,6944.17
2026-05-02T09:25:00Z,NEM,SA1,8.51,1633.45
2026-05-02T09:25:00Z,NEM,TAS1,87.9,1085.58
2026-05-02T09:25:00Z,NEM,VIC1,-0.1,4976.92
2026-05-02T09:30:00Z,NEM,NSW1,56.06,7936.8
2026-05-02T09:30:00Z,NEM,QLD1,55.76,6921.08
2026-05-02T09:30:00Z,NEM,SA1,9.5,1649.82
2026-05-02T09:30:00Z,NEM,TAS1,76.9,1082.35
2026-05-02T09:30:00Z,NEM,VIC1,-0.1,5004.74
2026-05-02T09:35:00Z,NEM,NSW1,57.51,7866.58
2026-05-02T09:35:00Z,NEM,QLD1,56.45,6868.98
2026-05-02T09:35:00Z,NEM,SA1,8.51,1628.57
2026-05-02T09:35:00Z,NEM,TAS1,87.9,1085.51
2026-05-02T09:35:00Z,NEM,VIC1,-0.1,5001.67
2026-05-02T09:40:00Z,NEM,NSW1,57.51,7776.18
2026-05-02T09:40:00Z,NEM,QLD1,57.17,6922.25
2026-05-02T09:40:00Z,NEM,SA1,8.51,1615.3
2026-05-02T09:40:00Z,NEM,TAS1,87.9,1087.45
2026-05-02T09:40:00Z,NEM,VIC1,-0.1,5013.6
2026-05-02T09:45:00Z,NEM,NSW1,57.51,7776.59
2026-05-02T09:45:00Z,NEM,QLD1,57.46,6872.46
2026-05-02T09:45:00Z,NEM,SA1,-0.11,1587.77
2026-05-02T09:45:00Z,NEM,TAS1,87.9,1082.84
2026-05-02T09:45:00Z,NEM,VIC1,-0.1,4983.96
2026-05-02T09:50:00Z,NEM,NSW1,61.32,7764.01
2026-05-02T09:50:00Z,NEM,QLD1,64.65,6931.44
2026-05-02T09:50:00Z,NEM,SA1,-0.11,1585.89
2026-05-02T09:50:00Z,NEM,TAS1,76.9,1071.4
2026-05-02T09:50:00Z,NEM,VIC1,-0.1,4898.53
2026-05-02T09:55:00Z,NEM,NSW1,61.99,7821.99
2026-05-02T09:55:00Z,NEM,QLD1,64.65,6883.14
2026-05-02T09:55:00Z,NEM,SA1,0.0,1583.11
2026-05-02T09:55:00Z,NEM,TAS1,76.9,1068.54
2026-05-02T09:55:00Z,NEM,VIC1,-0.1,4924.03
2026-05-02T10:00:00Z,NEM,NSW1,57.51,7701.55
2026-05-02T10:00:00Z,NEM,QLD1,59.35,6867.02
2026-05-02T10:00:00Z,NEM,SA1,-0.11,1597.3
2026-05-02T10:00:00Z,NEM,TAS1,76.9,1072.42
2026-05-02T10:00:00Z,NEM,VIC1,-0.1,4851.87
2026-05-02T10:05:00Z,NEM,NSW1,56.06,7741.47
2026-05-02T10:05:00Z,NEM,QLD1,57.37,6828.34
2026-05-02T10:05:00Z,NEM,SA1,-0.11,1566.51
2026-05-02T10:05:00Z,NEM,TAS1,87.9,1080.15
2026-05-02T10:05:00Z,NEM,VIC1,-0.1,4827.39
2026-05-02T10:10:00Z,NEM,NSW1,61.1,7682.11
2026-05-02T10:10:00Z,NEM,QLD1,64.65,6837.28
2026-05-02T10:10:00Z,NEM,SA1,-0.11,1585.61
2026-05-02T10:10:00Z,NEM,TAS1,87.9,1078.24
2026-05-02T10:10:00Z,NEM,VIC1,-0.1,4873.73
2026-05-02T10:15:00Z,NEM,NSW1,61.1,7764.94
2026-05-02T10:15:00Z,NEM,QLD1,63.23,6775.67
2026-05-02T10:15:00Z,NEM,SA1,-0.56,1540.36
2026-05-02T10:15:00Z,NEM,TAS1,87.45,1077.18
2026-05-02T10:15:00Z,NEM,VIC1,-0.53,4789.93
2026-05-02T10:20:00Z,NEM,NSW1,57.51,7717.7
2026-05-02T10:20:00Z,NEM,QLD1,59.12,6750.79
2026-05-02T10:20:00Z,NEM,SA1,-2.0,1554.28
2026-05-02T10:20:00Z,NEM,TAS1,75.1,1079.0
2026-05-02T10:20:00Z,NEM,VIC1,-1.83,4716.73
2026-05-02T10:25:00Z,NEM,NSW1,56.06,7703.2
2026-05-02T10:25:00Z,NEM,QLD1,56.9,6725.36
2026-05-02T10:25:00Z,NEM,SA1,-2.0,1549.32
2026-05-02T10:25:00Z,NEM,TAS1,74.21,1075.31
2026-05-02T10:25:00Z,NEM,VIC1,-2.0,4756.28
2026-05-02T10:30:00Z,NEM,NSW1,56.06,7712.35
2026-05-02T10:30:00Z,NEM,QLD1,56.55,6734.85
2026-05-02T10:30:00Z,NEM,SA1,-2.0,1565.29
2026-05-02T10:30:00Z,NEM,TAS1,74.4,1062.58
2026-05-02T10:30:00Z,NEM,VIC1,-1.82,4693.39
2026-05-02T10:35:00Z,NEM,NSW1,56.06,7622.26
2026-05-02T10:35:00Z,NEM,QLD1,56.19,6715.05
2026-05-02T10:35:00Z,NEM,SA1,-2.0,1542.49
2026-05-02T10:35:00Z,NEM,TAS1,75.1,1054.96
2026-05-02T10:35:00Z,NEM,VIC1,-1.84,4748.09
2026-05-02T10:40:00Z,NEM,NSW1,56.06,7662.01
2026-05-02T10:40:00Z,NEM,QLD1,56.98,6814.41
2026-05-02T10:40:00Z,NEM,SA1,-2.01,1559.99
2026-05-02T10:40:00Z,NEM,TAS1,63.79,1053.16
2026-05-02T10:40:00Z,NEM,VIC1,-12.1,4367.97
2026-05-02T10:45:00Z,NEM,NSW1,56.03,7596.55
2026-05-02T10:45:00Z,NEM,QLD1,56.23,6798.37
2026-05-02T10:45:00Z,NEM,SA1,-3.0,1557.86
2026-05-02T10:45:00Z,NEM,TAS1,63.79,1051.24
2026-05-02T10:45:00Z,NEM,VIC1,-12.1,4350.2
2026-05-02T10:50:00Z,NEM,NSW1,56.06,7663.22
2026-05-02T10:50:00Z,NEM,QLD1,55.19,6717.43
2026-05-02T10:50:00Z,NEM,SA1,-3.0,1523.15
2026-05-02T10:50:00Z,NEM,TAS1,74.19,1057.08
2026-05-02T10:50:00Z,NEM,VIC1,-2.71,4401.96
2026-05-02T10:55:00Z,NEM,NSW1,56.06,7620.01
2026-05-02T10:55:00Z,NEM,QLD1,55.9,6782.8
2026-05-02T10:55:00Z,NEM,SA1,-3.0,1506.4
2026-05-02T10:55:00Z,NEM,TAS1,85.11,1057.12
2026-05-02T10:55:00Z,NEM,VIC1,-2.79,4425.55
2026-05-02T11:00:00Z,NEM,NSW1,54.83,7563.16
2026-05-02T11:00:00Z,NEM,QLD1,54.63,6746.74
2026-05-02T11:00:00Z,NEM,SA1,-2.16,1488.88
2026-05-02T11:00:00Z,NEM,TAS1,85.93,1056.28
2026-05-02T11:00:00Z,NEM,VIC1,-2.0,4483.26
2026-05-02T11:05:00Z,NEM,NSW1,57.51,7585.26
2026-05-02T11:05:00Z,NEM,QLD1,59.05,6716.84
2026-05-02T11:05:00Z,NEM,SA1,-2.0,1502.3
2026-05-02T11:05:00Z,NEM,TAS1,86.07,1050.82
2026-05-02T11:05:00Z,NEM,VIC1,-1.86,4425.73
2026-05-02T11:10:00Z,NEM,NSW1,57.51,7543.09
2026-05-02T11:10:00Z,NEM,QLD1,59.82,6779.15
2026-05-02T11:10:00Z,NEM,SA1,-2.74,1507.74
2026-05-02T11:10:00Z,NEM,TAS1,74.42,1047.07
2026-05-02T11:10:00Z,NEM,VIC1,-2.5,4330.02
2026-05-02T11:15:00Z,NEM,NSW1,57.51,7547.89
2026-05-02T11:15:00Z,NEM,QLD1,59.03,6694.47
2026-05-02T11:15:00Z,NEM,SA1,-2.0,1507.21
2026-05-02T11:15:00Z,NEM,TAS1,74.34,1041.87
2026-05-02T11:15:00Z,NEM,VIC1,-1.86,4395.04
2026-05-02T11:20:00Z,NEM,NSW1,56.03,7440.56
2026-05-02T11:20:00Z,NEM,QLD1,57.82,6699.98
2026-05-02T11:20:00Z,NEM,SA1,-0.1,1506.94
2026-05-02T11:20:00Z,NEM,TAS1,76.16,1041.91
2026-05-02T11:20:00Z,NEM,VIC1,-0.1,4525.25
2026-05-02T11:25:00Z,NEM,NSW1,56.06,7429.74
2026-05-02T11:25:00Z,NEM,QLD1,56.78,6651.43
2026-05-02T11:25:00Z,NEM,SA1,-2.0,1509.36
2026-05-02T11:25:00Z,NEM,TAS1,74.31,1042.85
2026-05-02T11:25:00Z,NEM,VIC1,-1.89,4542.41
2026-05-02T11:30:00Z,NEM,NSW1,56.06,7407.1
2026-05-02T11:30:00Z,NEM,QLD1,57.17,6699.21
2026-05-02T11:30:00Z,NEM,SA1,-0.11,1515.57
2026-05-02T11:30:00Z,NEM,TAS1,76.9,1034.06
2026-05-02T11:30:00Z,NEM,VIC1,-0.1,4613.81
2026-05-02T11:35:00Z,NEM,NSW1,53.4,7399.4
2026-05-02T11:35:00Z,NEM,QLD1,52.75,6619.88
2026-05-02T11:35:00Z,NEM,SA1,-2.0,1501.11
2026-05-02T11:35:00Z,NEM,TAS1,86.07,1026.04
2026-05-02T11:35:00Z,NEM,VIC1,-1.86,4486.19
2026-05-02T11:40:00Z,NEM,NSW1,57.51,7412.27
2026-05-02T11:40:00Z,NEM,QLD1,58.01,6642.39
2026-05-02T11:40:00Z,NEM,SA1,-2.0,1494.98
2026-05-02T11:40:00Z,NEM,TAS1,86.08,1026.89
2026-05-02T11:40:00Z,NEM,VIC1,-1.85,4540.86
2026-05-02T11:45:00Z,NEM,NSW1,56.06,7346.9
2026-05-02T11:45:00Z,NEM,QLD1,56.44,6675.97
2026-05-02T11:45:00Z,NEM,SA1,-2.0,1490.76
2026-05-02T11:45:00Z,NEM,TAS1,85.92,1025.04
2026-05-02T11:45:00Z,NEM,VIC1,-2.0,4551.67
2026-05-02T11:50:00Z,NEM,NSW1,56.06,7367.58
2026-05-02T11:50:00Z,NEM,QLD1,56.72,6624.02
2026-05-02T11:50:00Z,NEM,SA1,-2.01,1477.92
2026-05-02T11:50:00Z,NEM,TAS1,86.06,1025.86
2026-05-02T11:50:00Z,NEM,VIC1,-1.87,4479.91
2026-05-02T11:55:00Z,NEM,NSW1,57.51,7360.79
2026-05-02T11:55:00Z,NEM,QLD1,58.58,6669.8
2026-05-02T11:55:00Z,NEM,SA1,-2.0,1471.91
2026-05-02T11:55:00Z,NEM,TAS1,86.05,1025.38
2026-05-02T11:55:00Z,NEM,VIC1,-1.87,4500.96
2026-05-02T12:00:00Z,NEM,NSW1,56.06,7321.98
2026-05-02T12:00:00Z,NEM,QLD1,56.67,6568.58
2026-05-02T12:00:00Z,NEM,SA1,-2.01,1467.02
2026-05-02T12:00:00Z,NEM,TAS1,86.05,1020.96
2026-05-02T12:00:00Z,NEM,VIC1,-1.88,4510.47
2026-05-02T12:05:00Z,NEM,NSW1,38.3,7267.6
2026-05-02T12:05:00Z,NEM,QLD1,38.18,6464.02
2026-05-02T12:05:00Z,NEM,SA1,-2.09,1472.48
2026-05-02T12:05:00Z,NEM,TAS1,85.92,1014.83
2026-05-02T12:05:00Z,NEM,VIC1,-2.0,4480.55
2026-05-02T12:10:00Z,NEM,NSW1,57.51,7421.3
2026-05-02T12:10:00Z,NEM,QLD1,58.1,6498.63
2026-05-02T12:10:00Z,NEM,SA1,-5.13,1440.89
2026-05-02T12:10:00Z,NEM,TAS1,82.95,1009.08
2026-05-02T12:10:00Z,NEM,VIC1,-4.87,4470.93
2026-05-02T12:15:00Z,NEM,NSW1,57.03,7442.35
2026-05-02T12:15:00Z,NEM,QLD1,56.88,6439.43
2026-05-02T12:15:00Z,NEM,SA1,-10.23,1426.28
2026-05-02T12:15:00Z,NEM,TAS1,78.09,1011.5
2026-05-02T12:15:00Z,NEM,VIC1,-9.55,4437.19
2026-05-02T12:20:00Z,NEM,NSW1,40.04,7424.83
2026-05-02T12:20:00Z,NEM,QLD1,40.43,6451.63
2026-05-02T12:20:00Z,NEM,SA1,-3.0,1429.46
2026-05-02T12:20:00Z,NEM,TAS1,84.99,1004.29
2026-05-02T12:20:00Z,NEM,VIC1,-2.9,4454.15
2026-05-02T12:25:00Z,NEM,NSW1,57.51,7413.99
2026-05-02T12:25:00Z,NEM,QLD1,58.91,6413.73
2026-05-02T12:25:00Z,NEM,SA1,-3.0,1426.72
2026-05-02T12:25:00Z,NEM,TAS1,73.99,990.93
2026-05-02T12:25:00Z,NEM,VIC1,-2.9,4468.05
2026-05-02T12:30:00Z,NEM,NSW1,39.93,7334.12
2026-05-02T12:30:00Z,NEM,QLD1,40.0,6345.67
2026-05-02T12:30:00Z,NEM,SA1,-3.01,1428.66
2026-05-02T12:30:00Z,NEM,TAS1,74.12,980.34
2026-05-02T12:30:00Z,NEM,VIC1,-2.79,4484.42
2026-05-02T12:35:00Z,NEM,NSW1,53.58,7385.72
2026-05-02T12:35:00Z,NEM,QLD1,52.75,6323.87
2026-05-02T12:35:00Z,NEM,SA1,-3.0,1434.51
2026-05-02T12:35:00Z,NEM,TAS1,85.0,982.11
2026-05-02T12:35:00Z,NEM,VIC1,-2.88,4481.09
2026-05-02T12:40:00Z,NEM,NSW1,57.51,7373.88
2026-05-02T12:40:00Z,NEM,QLD1,57.68,6411.97
2026-05-02T12:40:00Z,NEM,SA1,-3.0,1412.86
2026-05-02T12:40:00Z,NEM,TAS1,84.99,982.39
2026-05-02T12:40:00Z,NEM,VIC1,-2.89,4507.04
2026-05-02T12:45:00Z,NEM,NSW1,56.03,7332.19
2026-05-02T12:45:00Z,NEM,QLD1,55.79,6356.99
2026-05-02T12:45:00Z,NEM,SA1,-3.01,1421.94
2026-05-02T12:45:00Z,NEM,TAS1,84.98,974.45
2026-05-02T12:45:00Z,NEM,VIC1,-2.9,4508.89
2026-05-02T12:50:00Z,NEM,NSW1,56.03,7303.75
2026-05-02T12:50:00Z,NEM,QLD1,56.74,6273.88
2026-05-02T12:50:00Z,NEM,SA1,-3.0,1417.83
2026-05-02T12:50:00Z,NEM,TAS1,74.02,968.8
2026-05-02T12:50:00Z,NEM,VIC1,-2.88,4510.89
2026-05-02T12:55:00Z,NEM,NSW1,52.51,7209.5
2026-05-02T12:55:00Z,NEM,QLD1,52.75,6180.97
2026-05-02T12:55:00Z,NEM,SA1,-2.38,1421.43
2026-05-02T12:55:00Z,NEM,TAS1,74.63,973.15
2026-05-02T12:55:00Z,NEM,VIC1,-2.29,4376.89
2026-05-02T13:00:00Z,NEM,NSW1,55.25,7195.26
2026-05-02T13:00:00Z,NEM,QLD1,55.53,6223.85
2026-05-02T13:00:00Z,NEM,SA1,-10.23,1425.7
2026-05-02T13:00:00Z,NEM,TAS1,67.47,977.13
2026-05-02T13:00:00Z,NEM,VIC1,-9.22,4309.89
2026-05-02T13:05:00Z,NEM,NSW1,38.3,7224.03
2026-05-02T13:05:00Z,NEM,QLD1,37.08,6187.7
2026-05-02T13:05:00Z,NEM,SA1,-5.14,1419.95
2026-05-02T13:05:00Z,NEM,TAS1,82.99,974.28
2026-05-02T13:05:00Z,NEM,VIC1,-4.83,4454.83
2026-05-02T13:10:00Z,NEM,NSW1,55.61,7254.89
2026-05-02T13:10:00Z,NEM,QLD1,54.5,6161.66
2026-05-02T13:10:00Z,NEM,SA1,-3.0,1392.48
2026-05-02T13:10:00Z,NEM,TAS1,84.98,967.29
2026-05-02T13:10:00Z,NEM,VIC1,-2.91,4529.61
2026-05-02T13:15:00Z,NEM,NSW1,56.03,7176.13
2026-05-02T13:15:00Z,NEM,QLD1,55.57,6160.98
2026-05-02T13:15:00Z,NEM,SA1,-2.0,1401.61
2026-05-02T13:15:00Z,NEM,TAS1,74.91,961.21
2026-05-02T13:15:00Z,NEM,VIC1,-2.02,4617.75
2026-05-02T13:20:00Z,NEM,NSW1,56.03,7167.08
2026-05-02T13:20:00Z,NEM,QLD1,55.19,6109.48
2026-05-02T13:20:00Z,NEM,SA1,-2.0,1398.17
2026-05-02T13:20:00Z,NEM,TAS1,85.86,971.48
2026-05-02T13:20:00Z,NEM,VIC1,-2.06,4625.83
2026-05-02T13:25:00Z,NEM,NSW1,56.06,7160.89
2026-05-02T13:25:00Z,NEM,QLD1,54.85,6080.38
2026-05-02T13:25:00Z,NEM,SA1,-2.0,1406.29
2026-05-02T13:25:00Z,NEM,TAS1,74.88,958.95
2026-05-02T13:25:00Z,NEM,VIC1,-2.05,4606.26
2026-05-02T13:30:00Z,NEM,NSW1,56.63,7157.82
2026-05-02T13:30:00Z,NEM,QLD1,55.53,6086.01
2026-05-02T13:30:00Z,NEM,SA1,-1.93,1427.81
2026-05-02T13:30:00Z,NEM,TAS1,74.93,956.08
2026-05-02T13:30:00Z,NEM,VIC1,-2.0,4638.53
2026-05-02T13:35:00Z,NEM,NSW1,40.04,7121.62
2026-05-02T13:35:00Z,NEM,QLD1,38.43,6061.3
2026-05-02T13:35:00Z,NEM,SA1,-0.1,1461.5
2026-05-02T13:35:00Z,NEM,TAS1,76.9,947.76
2026-05-02T13:35:00Z,NEM,VIC1,-0.1,4566.86
2026-05-02T13:40:00Z,NEM,NSW1,56.64,7043.06
2026-05-02T13:40:00Z,NEM,QLD1,55.76,6113.74
2026-05-02T13:40:00Z,NEM,SA1,-0.1,1492.85
2026-05-02T13:40:00Z,NEM,TAS1,76.9,946.21
2026-05-02T13:40:00Z,NEM,VIC1,-0.1,4554.64
2026-05-02T13:45:00Z,NEM,NSW1,56.06,6996.13
2026-05-02T13:45:00Z,NEM,QLD1,55.15,6077.96
2026-05-02T13:45:00Z,NEM,SA1,-0.1,1481.74
2026-05-02T13:45:00Z,NEM,TAS1,76.9,944.26
2026-05-02T13:45:00Z,NEM,VIC1,-0.1,4559.95
2026-05-02T13:50:00Z,NEM,NSW1,56.03,6942.14
2026-05-02T13:50:00Z,NEM,QLD1,55.12,6100.99
2026-05-02T13:50:00Z,NEM,SA1,-0.1,1456.72
2026-05-02T13:50:00Z,NEM,TAS1,76.9,944.15
2026-05-02T13:50:00Z,NEM,VIC1,-0.1,4539.78
2026-05-02T13:55:00Z,NEM,NSW1,56.06,6967.64
2026-05-02T13:55:00Z,NEM,QLD1,54.79,6068.8
2026-05-02T13:55:00Z,NEM,SA1,-0.1,1448.0
2026-05-02T13:55:00Z,NEM,TAS1,87.9,944.63
2026-05-02T13:55:00Z,NEM,VIC1,-0.1,4494.3
2026-05-02T14:00:00Z,NEM,NSW1,22.81,6924.44
2026-05-02T14:00:00Z,NEM,QLD1,21.73,6031.32
2026-05-02T14:00:00Z,NEM,SA1,-0.1,1454.34
2026-05-02T14:00:00Z,NEM,TAS1,87.9,952.67
2026-05-02T14:00:00Z,NEM,VIC1,-0.1,4500.15
2026-05-02T14:05:00Z,NEM,NSW1,49.41,6988.21
2026-05-02T14:05:00Z,NEM,QLD1,48.22,5977.04
2026-05-02T14:05:00Z,NEM,SA1,-0.1,1452.41
2026-05-02T14:05:00Z,NEM,TAS1,87.9,947.86
2026-05-02T14:05:00Z,NEM,VIC1,-0.1,4431.24
2026-05-02T14:10:00Z,NEM,NSW1,55.08,6997.61
2026-05-02T14:10:00Z,NEM,QLD1,52.75,5947.62
2026-05-02T14:10:00Z,NEM,SA1,0.0,1444.54
2026-05-02T14:10:00Z,NEM,TAS1,87.95,952.16
2026-05-02T14:10:00Z,NEM,VIC1,-0.05,4456.59
2026-05-02T14:15:00Z,NEM,NSW1,56.03,6968.79
2026-05-02T14:15:00Z,NEM,QLD1,52.75,5922.63
2026-05-02T14:15:00Z,NEM,SA1,0.0,1443.67
2026-05-02T14:15:00Z,NEM,TAS1,88.0,949.65
2026-05-02T14:15:00Z,NEM,VIC1,0.0,4417.72
2026-05-02T14:20:00Z,NEM,NSW1,56.03,6994.74
2026-05-02T14:20:00Z,NEM,QLD1,52.75,5886.92
2026-05-02T14:20:00Z,NEM,SA1,-0.01,1484.07
2026-05-02T14:20:00Z,NEM,TAS1,87.99,940.89
2026-05-02T14:20:00Z,NEM,VIC1,-0.01,4311.01
2026-05-02T14:25:00Z,NEM,NSW1,38.51,6916.47
2026-05-02T14:25:00Z,NEM,QLD1,36.09,5791.94
2026-05-02T14:25:00Z,NEM,SA1,0.0,1485.02
2026-05-02T14:25:00Z,NEM,TAS1,88.0,941.78
2026-05-02T14:25:00Z,NEM,VIC1,0.0,4353.21
2026-05-02T14:30:00Z,NEM,NSW1,45.44,6895.93
2026-05-02T14:30:00Z,NEM,QLD1,42.86,5816.57
2026-05-02T14:30:00Z,NEM,SA1,0.0,1474.29
2026-05-02T14:30:00Z,NEM,TAS1,88.0,940.04
2026-05-02T14:30:00Z,NEM,VIC1,0.0,4341.4
2026-05-02T14:35:00Z,NEM,NSW1,56.06,6965.98
2026-05-02T14:35:00Z,NEM,QLD1,52.75,5837.28
2026-05-02T14:35:00Z,NEM,SA1,0.0,1463.05
2026-05-02T14:35:00Z,NEM,TAS1,88.0,934.04
2026-05-02T14:35:00Z,NEM,VIC1,0.0,4275.88
2026-05-02T14:40:00Z,NEM,NSW1,56.06,6978.61
2026-05-02T14:40:00Z,NEM,QLD1,52.75,5801.91
2026-05-02T14:40:00Z,NEM,SA1,0.0,1461.08
2026-05-02T14:40:00Z,NEM,TAS1,88.0,927.62
2026-05-02T14:40:00Z,NEM,VIC1,0.0,4308.03
2026-05-02T14:45:00Z,NEM,NSW1,45.44,6831.71
2026-05-02T14:45:00Z,NEM,QLD1,42.81,5752.46
2026-05-02T14:45:00Z,NEM,SA1,0.0,1450.89
2026-05-02T14:45:00Z,NEM,TAS1,88.0,919.09
2026-05-02T14:45:00Z,NEM,VIC1,0.0,4258.3
2026-05-02T14:50:00Z,NEM,NSW1,55.56,6878.08
2026-05-02T14:50:00Z,NEM,QLD1,52.73,5811.02
2026-05-02T14:50:00Z,NEM,SA1,-0.01,1459.44
2026-05-02T14:50:00Z,NEM,TAS1,76.23,905.62
2026-05-02T14:50:00Z,NEM,VIC1,-0.05,4253.97
2026-05-02T14:55:00Z,NEM,NSW1,55.98,6852.31
2026-05-02T14:55:00Z,NEM,QLD1,52.73,5731.8
2026-05-02T14:55:00Z,NEM,SA1,-0.01,1470.0
2026-05-02T14:55:00Z,NEM,TAS1,76.22,904.12
2026-05-02T14:55:00Z,NEM,VIC1,-0.05,4216.11
2026-05-02T15:00:00Z,NEM,NSW1,42.22,6801.85
2026-05-02T15:00:00Z,NEM,QLD1,39.75,5723.4
2026-05-02T15:00:00Z,NEM,SA1,-0.01,1465.53
2026-05-02T15:00:00Z,NEM,TAS1,76.22,899.76
2026-05-02T15:00:00Z,NEM,VIC1,-0.05,4125.31
2026-05-02T15:05:00Z,NEM,NSW1,42.74,6786.26
2026-05-02T15:05:00Z,NEM,QLD1,40.0,5748.65
2026-05-02T15:05:00Z,NEM,SA1,-0.1,1443.82
2026-05-02T15:05:00Z,NEM,TAS1,76.19,897.21
2026-05-02T15:05:00Z,NEM,VIC1,-0.1,4107.03
2026-05-02T15:10:00Z,NEM,NSW1,38.51,6697.28
2026-05-02T15:10:00Z,NEM,QLD1,36.48,5748.95
2026-05-02T15:10:00Z,NEM,SA1,-0.1,1440.53
2026-05-02T15:10:00Z,NEM,TAS1,76.18,894.03
2026-05-02T15:10:00Z,NEM,VIC1,-0.1,4124.41
2026-05-02T15:15:00Z,NEM,NSW1,38.51,6716.19
2026-05-02T15:15:00Z,NEM,QLD1,36.22,5674.52
2026-05-02T15:15:00Z,NEM,SA1,-0.1,1429.9
2026-05-02T15:15:00Z,NEM,TAS1,76.9,905.01
2026-05-02T15:15:00Z,NEM,VIC1,-0.1,4101.45
2026-05-02T15:20:00Z,NEM,NSW1,42.0,6600.36
2026-05-02T15:20:00Z,NEM,QLD1,39.75,5701.34
2026-05-02T15:20:00Z,NEM,SA1,-0.1,1425.59
2026-05-02T15:20:00Z,NEM,TAS1,76.9,905.34
2026-05-02T15:20:00Z,NEM,VIC1,-0.1,4138.15
2026-05-02T15:25:00Z,NEM,NSW1,42.24,6597.24
2026-05-02T15:25:00Z,NEM,QLD1,39.75,5725.97
