source_system,state,year,facility_name,facility_name_clean,fuel_group,primary_fuel,latitude,longitude,geocode_status,project_status,mw_capacity,reporting_year,abs_joined,label,geocode_query,display_name,reporting_entity,facility_type,electricity_production_gj,electricity_production_mwh,scope1_emissions_tco2e,scope2_emissions_tco2e,total_emissions_tco2e,emission_intensity_tco2e_per_mwh,grid_connected,grid,scope1_imputed,scope2_imputed,total_imputed,intensity_imputed,accreditation_code,postcode,accreditation_start_date,approval_date,committed_date,reference_date,reference_year,Estimated resident population (no.),Population density (persons/km2),Estimated resident population - males (no.),Estimated resident population - females (no.),Median age - males (years),Median age - females (years),Median age - persons (years),Working age population (aged 15-64 years) (no.),Working age population (aged 15-64 years) (%),Males - 0-4 years (no.),Males - 5-9 years (no.),Males - 10-14 years (no.),Males - 15-19 years (no.),Males - 20-24 years (no.),Males - 25-29 years (no.),Males - 30-34 years (no.),Males - 35-39 years (no.),Males - 40-44 years (no.),Males - 45-49 years (no.),Males - 50-54 years (no.),Males - 55-59 years (no.),Males - 60-64 years (no.),Males - 65-69 years (no.),Males - 70-74 years (no.),Males - 75-79 years (no.),Males - 80-84 years (no.),Males - 85 and over (no.),Males - 0-4 years (%),Males - 5-9 years (%),Males - 10-14 years (%),Males - 15-19 years (%),Males - 20-24 years (%),Males - 25-29 years (%),Males - 30-34 years (%),Males - 35-39 years (%),Males - 40-44 years (%),Males - 45-49 years (%),Males - 50-54 years (%),Males - 55-59 years (%),Males - 60-64 years (%),Males - 65-69 years (%),Males - 70-74 years (%),Males - 75-79 years (%),Males - 80-84 years (%),Males - 85 and over (%),Females - 0-4 years (no.),Females - 5-9 years (no.),Females - 10-14 years (no.),Females - 15-19 years (no.),Females - 20-24 years (no.),Females - 25-29 years (no.),Females - 30-34 years (no.),Females - 35-39 years (no.),Females - 40-44 years (no.),Females - 45-49 years (no.),Females - 50-54 years (no.),Females - 55-59 years (no.),Females - 60-64 years (no.),Females - 65-69 years (no.),Females - 70-74 years (no.),Females - 75-79 years (no.),Females - 80-84 years (no.),Females - 85 and over (no.),Females - 0-4 years (%),Females - 5-9 years (%),Females - 10-14 years (%),Females - 15-19 years (%),Females - 20-24 years (%),Females - 25-29 years (%),Females - 30-34 years (%),Females - 35-39 years (%),Females - 40-44 years (%),Females - 45-49 years (%),Females - 50-54 years (%),Females - 55-59 years (%),Females - 60-64 years (%),Females - 65-69 years (%),Females - 70-74 years (%),Females - 75-79 years (%),Females - 80-84 years (%),Females - 85 and over (%),Persons - 0-4 years (no.),Persons - 5-9 years (no.),Persons - 10-14 years (no.),Persons - 15-19 years (no.),Persons - 20-24 years (no.),Persons - 25-29 years (no.),Persons - 30-34 years (no.),Persons - 35-39 years (no.),Persons - 40-44 years (no.),Persons - 45-49 years (no.),Persons - 50-54 years (no.),Persons - 55-59 years (no.),Persons - 60-64 years (no.),Persons - 65-69 years (no.),Persons - 70-74 years (no.),Persons - 75-79 years (no.),Persons - 80-84 years (no.),Persons - 85 and over (no.),Persons - 0-4 years (%),Persons - 5-9 years (%),Persons - 10-14 years (%),Persons - 15-19 years (%),Persons - 20-24 years (%),Persons - 25-29 years (%),Persons - 30-34 years (%),Persons - 35-39 years (%),Persons - 40-44 years (%),Persons - 45-49 years (%),Persons - 50-54 years (%),Persons - 55-59 years (%),Persons - 60-64 years (%),Persons - 65-69 years (%),Persons - 70-74 years (%),Persons - 75-79 years (%),Persons - 80-84 years (%),Persons - 85 and over (%),Births (no.),Total fertility rate (births per female) (rate),Deaths (no.),"Standardised death rate (per 1,000 people) (rate)",Internal arrivals (no.),Internal departures (no.),Net internal migration (no.),Overseas arrivals (no.),Overseas departures (no.),Net overseas migration (no.),Aboriginal and Torres Strait Islander Peoples (no.),Aboriginal and Torres Strait Islander Peoples (%),Born in Oceania and Antarctica (excluding Australia) (%),Born in North-West Europe (%),Born in Southern and Eastern Europe (%),Born in North Africa and the Middle East (%),Born in South-East Asia (%),Born in North-East Asia (%),Born in Southern and Central Asia (%),Born in Americas (%),Born in Sub-Saharan Africa (%),Total born overseas (no.),Total born overseas (%),Buddhism (%),Christianity (%),Hinduism (%),Islam (%),Judaism (%),Other religions (%),"Secular beliefs, other spiritual beliefs or no religion (%)",Religious affiliation inadequately described or not stated (%),Australian citizen (no.),Not an Australian citizen (no.),Australian citizenship not stated (no.),Australian citizen (%),Not an Australian citizen (%),Australian citizenship not stated (%),Speaks a language other than English at home (no.),Speaks a language other than English at home (%),Currently serving in the Australian Defence Force (no.),Previously served in the Australian Defence Force (no.),Currently serving in the Australian Defence Force (%),Previously served in the Australian Defence Force (%)
NGER,VIC,2015,Bald Hills Wind Farm,bald hills wind farm,WIND,Wind,-38.7478299,145.9494813,ok,,,2015,True,Victoria,"Bald Hills Wind Farm, electricity generation facility, Victoria, Australia","Tarwin Lower VIC 3956, Australia",MITSUI & CO. (AUSTRALIA) LTD.,F,1165374.0,323715.0,45.0,844.0,889,0.0027462428370634,On,NEM,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGER,VIC,2015,Ballarat Renewable Energy Facility,ballarat renewable energy facility,BIOENERGY,Landfill Gas,-37.5621587,143.8502556,ok,,,2015,True,Victoria,"Ballarat Renewable Energy Facility, landfill gas power station, Victoria, Australia","Ballarat VIC, Australia",LMS ENERGY PTY LTD,F,24593.0,6831.0,392.0,0.0,392,0.0573854486897965,On,NEM,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGER,VIC,2015,Ballarat Solar Park,ballarat solar park,SOLAR,Solar,-37.5621587,143.8502556,ok,,,2015,True,Victoria,"Ballarat Solar Park, solar farm, electricity generation facility, Victoria, Australia","Ballarat VIC, Australia",ORIGIN ENERGY LIMITED,F,1402.0,389.0,0.0,2.0,2,0.0051413881748071,On,NEM,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGER,VIC,2015,Banimboola Hydro,banimboola hydro,HYDRO,Hydro,-36.5335771,147.4603458,ok,,,2015,True,Victoria,"Banimboola Hydro, hydroelectric power station, electricity generation facility, Victoria, Australia","Dartmouth VIC 3701, Australia",AGL ENERGY LIMITED,F,170057.0,47238.0,0.0,5.0,5,0.0001058469875947,On,NEM,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGER,VIC,2015,Bendigo Renewable Energy Facility,bendigo renewable energy facility,SOLAR,Solar,-36.75961960000001,144.2785764,ok,,,2015,True,Victoria,"Bendigo Renewable Energy Facility, solar farm, Victoria, Australia","Bendigo VIC 3550, Australia",LMS ENERGY PTY LTD,F,15151.0,4209.0,236.0,0.0,236,0.0560703254929912,On,NEM,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGER,VIC,2015,Bendigo Solar Park,bendigo solar park,SOLAR,Solar,-36.75961960000001,144.2785764,ok,,,2015,True,Victoria,"Bendigo Solar Park, solar farm, electricity generation facility, Victoria, Australia","Bendigo VIC 3550, Australia",ORIGIN ENERGY LIMITED,F,1833.0,509.0,0.0,4.0,4,0.0078585461689587,On,NEM,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGER,VIC,2015,Berwick LFG Power Station,berwick lfg power station,BIOENERGY,Landfill Gas,-38.0309443,145.3437469,ok,,,2015,True,Victoria,"Berwick LFG Power Station, landfill gas power station, electricity generation facility, Victoria, Australia","Berwick VIC 3806, Australia",DUET COMPANY LIMITED,F,65410.0,18169.0,1161.0,596.0,1757,0.0967031757388959,On,NEM,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGER,VIC,2015,Bogong Power Station,bogong power station,HYDRO,Hydro,-36.8057885,147.2281158,ok,,,2015,True,Victoria,"Bogong Power Station, hydroelectric power station, electricity generation facility, Victoria, Australia","Bogong VIC 3699, Australia",AGL ENERGY LIMITED,F,263335.0,73149.0,83.0,873.0,956,0.0130692148901557,On,NEM,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGER,VIC,2015,Broadmeadows LFG Power Station,broadmeadows lfg power station,BIOENERGY,Landfill Gas,-37.6858788,144.9246674,ok,,,2015,True,Victoria,"Broadmeadows LFG Power Station, landfill gas power station, electricity generation facility, Victoria, Australia","Broadmeadows VIC 3047, Australia",DUET COMPANY LIMITED,F,63009.0,17503.0,1117.0,124.0,1241,0.0709021310632463,On,NEM,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGER,VIC,2015,Brooklyn LFG Power Station,brooklyn lfg power station,BIOENERGY,Landfill Gas,-37.8173492,144.8465361,ok,,,2015,True,Victoria,"Brooklyn LFG Power Station, landfill gas power station, electricity generation facility, Victoria, Australia","Brooklyn VIC 3012, Australia",DUET COMPANY LIMITED,F,51958.0,14433.0,896.0,3.0,899,0.0622878126515623,On,NEM,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGER,VIC,2015,Challicum Hills Wind Farm,challicum hills wind farm,WIND,Wind,-37.3887311,143.0775131,ok,,,2015,True,Victoria,"Challicum Hills Wind Farm, electricity generation facility, Victoria, Australia","47 Price Rd, Ballyrogan VIC 3375, Australia",IFM RENEWABLE ENERGY PTY LTD,F,491832.0,136620.0,27.0,196.0,223,0.0016322646757429,On,NEM,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGER,VIC,2015,Clayton LFG Power Station,clayton lfg power station,BIOENERGY,Landfill Gas,-37.9145479,145.127492,ok,,,2015,True,Victoria,"Clayton LFG Power Station, landfill gas power station, electricity generation facility, Victoria, Australia","Clayton VIC 3168, Australia",DUET COMPANY LIMITED,F,271316.0,75366.0,4215.0,266.0,4481,0.0594565188546559,On,NEM,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGER,VIC,2015,Clover Hydro,clover hydro,HYDRO,Hydro,-36.9847807,143.3906074,low_precision,,,2015,True,Victoria,"Clover Hydro, hydroelectric power station, electricity generation facility, Victoria, Australia","Victoria, Australia",AGL ENERGY LIMITED,F,164536.0,45704.0,3.0,207.0,210,0.0045947838263609,On,NEM,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGER,VIC,2015,Codrington Wind Farm,codrington wind farm,WIND,Wind,-38.2883282,141.9672468,ok,,,2015,True,Victoria,"Codrington Wind Farm, electricity generation facility, Victoria, Australia","Codrington VIC 3285, Australia",IFM RENEWABLE ENERGY PTY LTD,F,148019.0,41116.0,11.0,55.0,66,0.0016052145150306,On,NEM,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGER,VIC,2015,Corio LFG Power Station,corio lfg power station,BIOENERGY,Landfill Gas,-38.0741708,144.3585808,ok,,,2015,True,Victoria,"Corio LFG Power Station, landfill gas power station, electricity generation facility, Victoria, Australia","Corio VIC 3214, Australia",DUET COMPANY LIMITED,F,23608.0,6558.0,420.0,28.0,448,0.0683135102165294,On,NEM,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGER,VIC,2015,Dandenong,dandenong,GAS,Gas,-37.9847811,145.2139907,ok,,,2015,True,Victoria,"Dandenong, gas-fired power station, electricity generation facility, Victoria, Australia","Dandenong VIC 3175, Australia",ORIGIN ENERGY LIMITED,F,8719.0,2422.0,1524.0,256.0,1780,0.7349298100743188,On,NEM,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGER,VIC,2015,Dandenong Hospital Cogeneration Plant,dandenong hospital cogeneration plant,GAS,Gas,-37.9770059,145.2185119,ok,,,2015,True,Victoria,"Dandenong Hospital Cogeneration Plant, gas-fired power station, electricity generation facility, Victoria, Australia","135 David St, Dandenong VIC 3175, Australia",MOMENTUM ENERGY PTY LIMITED,F,43841.0,12178.0,10990.0,395.0,11385,0.9348825751354902,On,NEM,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGER,VIC,2015,Dartmouth Hydro,dartmouth hydro,HYDRO,Hydro,-36.5324694,147.4961766,ok,,,2015,True,Victoria,"Dartmouth Hydro, hydroelectric power station, electricity generation facility, Victoria, Australia","Dartmouth VIC 3701, Australia",AGL ENERGY LIMITED,F,1829104.0,508084.0,0.0,183.0,183,0.0003601766637012,On,NEM,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGER,VIC,2015,Drapac,drapac,GAS,Gas,-36.9847807,143.3906074,low_precision,,,2015,True,Victoria,"Drapac, gas-fired power station, electricity generation facility, Victoria, Australia","Victoria, Australia",ORIGIN ENERGY LIMITED,F,2673.0,743.0,462.0,42.0,504,0.6783310901749664,On,NEM,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGER,VIC,2015,Eildon Hydro,eildon hydro,HYDRO,Hydro,-37.2341601,145.9083365,ok,,,2015,True,Victoria,"Eildon Hydro, hydroelectric power station, electricity generation facility, Victoria, Australia","Eildon VIC 3713, Australia",AGL ENERGY LIMITED,F,551464.0,153184.0,27.0,998.0,1025,0.0066912993524127,On,NEM,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGER,VIC,2015,Eildon Pondage Hydro,eildon pondage hydro,HYDRO,Hydro,-37.2425444,145.906002,ok,,,2015,True,Victoria,"Eildon Pondage Hydro, hydroelectric power station, electricity generation facility, Victoria, Australia","Futurefish Eildon Fishing Trail, Eildon VIC 3713, Australia",IFM RENEWABLE ENERGY PTY LTD,F,45476.0,12632.0,0.0,0.0,0,0.0,On,NEM,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGER,VIC,2015,Exhibition Street,exhibition street,GAS,Gas,-37.8116895,144.9704421,ok,,,2015,True,Victoria,"Exhibition Street, gas-fired power station, electricity generation facility, Victoria, Australia","Exhibition St, Melbourne VIC 3000, Australia",ORIGIN ENERGY LIMITED,F,9755.0,2710.0,1493.0,153.0,1646,0.607380073800738,On,NEM,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGER,VIC,2015,Facility,facility,WIND,Wind,-36.9847807,143.3906074,low_precision,,,2015,True,Victoria,"Facility, wind farm, Victoria, Australia","Victoria, Australia",CBWF HOLDINGS PTY LIMITED,F,73901.0,20528.0,0.0,40.0,40,0.0019485580670303,On,NEM,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGER,VIC,2015,Geelong Hospital Cogeneration Plant,geelong hospital cogeneration plant,GAS,Gas,-38.1520949,144.3654118,ok,,,2015,True,Victoria,"Geelong Hospital Cogeneration Plant, gas-fired power station, electricity generation facility, Victoria, Australia","Bellerine St, Geelong VIC 3220, Australia",MOMENTUM ENERGY PTY LIMITED,F,52425.0,14563.0,12725.0,536.0,13261,0.9105953443658586,On,NEM,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGER,VIC,2015,Glenmaggie Hydro,glenmaggie hydro,HYDRO,Hydro,-37.8758087,146.7174832,ok,,,2015,True,Victoria,"Glenmaggie Hydro, hydroelectric power station, electricity generation facility, Victoria, Australia","Glenmaggie VIC 3858, Australia",IFM RENEWABLE ENERGY PTY LTD,F,18037.0,5010.0,0.0,0.0,0,0.0,On,NEM,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGER,VIC,2015,Hampton Park Renewable Energy Facility,hampton park renewable energy facility,BIOENERGY,Landfill Gas,-38.032286,145.2678469,ok,,,2015,True,Victoria,"Hampton Park Renewable Energy Facility, landfill gas power station, Victoria, Australia","Hampton Park VIC 3976, Australia",LMS ENERGY PTY LTD,F,211479.0,58744.0,3081.0,0.0,3081,0.0524479095737437,On,NEM,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGER,VIC,2015,Hazelwood Power Station,hazelwood power station,COAL,Brown Coal,-38.272468,146.3919257,ok,,,2015,True,Victoria,"Hazelwood Power Station, coal-fired power station, electricity generation facility, Victoria, Australia","Brodribb Rd, Hazelwood VIC 3840, Australia",NATIONAL POWER AUSTRALIA INVESTMENTS LIMITED,F,37172802.0,10325778.0,14442736.0,186505.0,14629241,1.4167688865671912,On,NEM,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGER,VIC,2015,Jeeralang Power Station,jeeralang power station,GAS,Gas,-38.3670385,146.4391023,ok,,,2015,True,Victoria,"Jeeralang Power Station, gas-fired power station, electricity generation facility, Victoria, Australia","Jeeralang VIC 3840, Australia",ECOGEN HOLDINGS PTY LTD,F,247972.0,68881.0,52033.0,6752.0,58785,0.8534283764753706,On,NEM,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGER,VIC,2015,La Trobe,la trobe,GAS,Gas,-38.15806973484955,146.7822962641962,ok,,,2015,True,Victoria,"La Trobe, gas-fired power station, electricity generation facility, Victoria, Australia","La Trobe River, Victoria, Australia",ORIGIN ENERGY LIMITED,F,2880.0,800.0,453.0,45.0,498,0.6225,On,NEM,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGER,VIC,2015,Laverton North Power Station,laverton north power station,GAS,Gas,-37.8411247,144.7885356,ok,,,2015,True,Victoria,"Laverton North Power Station, gas-fired power station, electricity generation facility, Victoria, Australia","147-161 Cherry Ln, Laverton North VIC 3026, Australia",SNOWY HYDRO LIMITED,F,80753.0,22431.0,18990.0,3227.0,22217,0.9904596317596184,On,NEM,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGER,VIC,2015,Loy Yang B Power Station,loy yang b power station,COAL,Brown Coal,-38.2567843,146.5860271,ok,,,2015,True,Victoria,"Loy Yang B Power Station, coal-fired power station, electricity generation facility, Victoria, Australia","Bartons Ln, Traralgon VIC 3844, Australia",IPM AUSTRALIA LIMITED,F,30425411.0,8451503.0,9647046.0,3059.0,9650105,1.141821164827132,On,NEM,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGER,VIC,2015,Loy Yang Power Station and Mine,loy yang power station and mine,COAL,Brown Coal,-38.2537069,146.5756631,ok,,,2015,True,Victoria,"Loy Yang Power Station and Mine, coal-fired power station, electricity generation facility, Victoria, Australia","Loy Yang A Power Station, Loy Yang VIC 3844, Australia",AGL ENERGY LIMITED,F,56575968.0,15715547.0,18141716.0,259700.0,18401416,1.1709052188892948,On,NEM,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
